id,Movie_Name,Plot
130633,J'accuse,"In 1894, French Captain Alfred Dreyfus is wrongfully convicted of treason and sentenced to life imprisonment at Devil's island.::Anonymous"
79892,La Tour de Nesle,"France, the beginning of the XIV century. Every night, Queen Margaret of Burgundy and her two sisters arrange orgies, to which beautiful nobles are invited. The young men were brought blindfolded, and after a night of love they were killed and their corpses thrown into the river, because the queen was afraid that her husband would learn about her adventures. One of her lovers managed to escape death. He knows the secrets of the queen, knows that she once gave birth to a son from him, claims that he has evidence that Margarita wanted to kill her father and blackmails her."
76829,Le sauvage,"Caracas, Venezuela. Just after her engagement to Vittorio, Nelly runs away. As he pursues her, Nelly looks to Martin, a French middle-aged man she met by accident, for help. He drives her to the airport and gives her a plane ticket to Paris. Then he thinks he can go back to his peaceful, lonely life on his island. Of course, he is wrong.::Yepok"
27944,Rain Fall,A hit man looks to protect the daughter of one of his victims against CIA assassins.::Anonymous
207641,Project Shadowchaser II,"Terrorists led by an android take over a nuclear plant and threaten to launch a missile at Washington. While the authorities desperately attempt to negotiate, the terrorists persue their real goal. A plant worker, her son and a tough-guy repair man have other ideas, and attempt to stop the terrorists from inside the plant.::Rob Hartill"
140605,Certain Fury,"During a shooting in court young prostitute Scarlet manages to flee. In a state of confusion, the black Tracy, who was arrested for a minor delict, follows her. When she decides to leave Scarlett, an accident makes it impossible. So they're bound together on a flight from the police and some of the meanest criminals of New York.::Tom Zoerner <Tom.Zoerner@informatik.uni-erlangen.de>"
45247,Light in the Piazza,"A young American woman traveling in Italy with her mother is slender, blonde, beautiful and there is something charmingly naive about her. Fabrizio Naccarelli seems to always know where the mother and daughter will sightsee next. Signor Naccarelli is just as concerned about where this will lead as Mrs. Johnson is.::Dale O'Connor <daleoc@interaccess.com>"
190160,While the City Sleeps,A serial killer has been killing beautiful women in New York and the new owner of a media company offers a high ranking job to the first of his senior executives who can get the earliest scoops on the case.::Directorgene
228074,The Blue Lagoon,"In the Victorian period, two children are shipwrecked on a tropical island in the South Pacific. With no adults to guide them, the two make a simple life together, unaware that sexual maturity will eventually intervene.::Daniel Jos. Leary"
54653,Last Rites,"Angela, the beautiful Mexican mistress of a NY mobster, asks virginal Father Michael for protection after Zena, the mobster's wife, kills her cheating husband. Michael becomes torn between his vows, Angela and his sister - Zena."
72094,Thorne: Scaredycat,DI Tom Thorne hunts for a psychopath who may have formed a depraved partnership.
77964,That Certain Woman,"Mary Donnell, a young legal secretary with a past, elopes with a client's son, but his father has the marriage annulled without knowing she's pregnant.::duke1029@aol.com"
95919,愛,"Eight people try to end their loneliness by searching for that one person to love, who can make their life complete.::Anonymous"
129251,The Incident,A group of cooks at an asylum for the criminally insane get locked in with the inmates during a massive thunderstorm.::IMDb editor
177580,The Affairs of Dobie Gillis,"Grainbelt University has one attraction for Dobie Gillis - women, especially Pansy Hammer. Pansy's father, even though and maybe because she says she's in dreamville, does not share her affection for Dobie. An English essay which almost revolutionizes English instruction, and Dobie's role in a chemistry lab explosion convinces Mr. Hammer he is right. Pansy is sent off broken-hearted to an Eastern school, but with the help of Happy Stella Kolawski's all-girl band, several hundred students and an enraged police force, Dobie secures Pansy's return to Grainbelt.::Les Adams <longhorn1939@suddenlink.net>"
112049,Mad About Men,Flirtatious mermaid Miranda (Glynis Johns) swaps places with a schoolteacher who has gone on vacation. All is well until she falls in love with a human.::Steve Crook <steve@brainstorm.co.uk>
108917,Vito,"The story of Vito Russo, founding father of the gay liberation movement, author of ""The Celluloid Closet,"" and vociferous AIDS activist in the 1980s.::Anonymous"
140849,The Rawhide Years,Dishonest riverboat gambler Ben Matthews is blamed for a murder he didn't commit and must find the real killer before the lynch mob finds him.::nufs68
55603,The Golden Eye,"Chan discovers a conspiracy when a low paying gold mine seemingly starts to become profitable, and attempts are made on the owner's life.::Directorgene"
138990,Twilight of Honor,"A murder case that can't be won is assigned to a young defense attorney. He asks his old ailing friend, a legend among attorneys, for help on the case as his consultant.::Anonymous"
215453,The Cariboo Trail,Montanans Jim Redfern and Mike Evans head into Canada's British Columbia via the Cariboo Trail intent to raise cattle and dig for gold but find trouble instead.::nufs68
68976,The Unknown Man,"Two men who meet on a plane and strike up a conversation that turns into friendship. For Henry Teague, worn down by a lifetime of physical labour and crime, this is a dream come true."
118446,The Last Outpost,"Frank Pierce leads a seemingly normal life, but when a disturbing past reemerges & something precious is taken from him, his mask of sanity loosens & unearths the urge to be violent once again.::bk"
75562,Io sono Li,"A study of the friendship between a Chinese woman and a fisherman who came to Italy from Yugoslavia many years ago, who live in a small city-island in the Veneto lagoon.::Anonymous"
220514,HazMat,"Trapped inside an abandoned building, a group of friends must fight for their lives from a disturbed ax-wielding maniac.::Anonymous"
43131,Speak Easily,A timid professor inherits a large sum of money and decides to fund a terrible musical.::Anonymous
83957,Rapture,A low budget horror filmmaker gets in touch with an eccentric who is trying to film his consciousness during drug abuse.::Anonymous
63591,Honolulu,"Wanting a break from his overzealous fans, a famous movie star hires a Hawaiian plantation owner to switch places with him for a few weeks."
23853,Wish You Were Dead,"Hayley Udall tries to make ends meet for herself and her 14 year-old daughter while providing alimony for a horrible ex-husband. She wishes her problems with her ex could go away, and upon venting her frustrations one night, finds herself tangled up in a pact with two people (Melanie and Kevin) to ""eliminate"" each other's problems. It seemed innocent wishful thinking before, but as people end up dead - including Hayley's ex-husband - Hayley is trapped into fulfilling the pact or risk taking the fall for murder. She tries to clear her name but the police (led by Detective Marks) are eyeing her for her ex-husband's death as well as others. Then Melanie abducts Hayley's daughter as leverage - in order to force Hayley to follow through and kill one last person. With Detective Marks trying to find the truth, Hayley must hurry to save her daughter and find a way to avoid committing murder."
42250,Python 2,"A man, his business partner, and his wife are enlisted to transport an unknown object from a Russian military base, only to discover that the object is a giant, genetically-altered python."
43880,Rose Marie,"Tomboy Rose Marie Lemaitre, the orphaned ward of Mountie Mike Malone, falls in love with him, and he with her. But when she goes to ""learn to be a lady"", she meets outlaw trapper James Duval, who also falls in love with her. But Duval is in a dispute with the local Native American chief Black Eagle, and soon Black Eagle is murdered.::Albert Sanchez Moreno a.moreno@mindspring.com"
6610,The Wonderful Country,A honorable drifter constantly on the run finds his enemies closing in around him.::Will S
180836,Miss Marple: The Moving Finger,"The normally friendly village of Lymston is plagued by vile anonymous letters. When a mother of three takes her own life, following such a letter, Ms. Marple is not at all convinced things are as they seem.::E. E. Buchanan"
91198,Trapped in the Closet: Chapters 13-22,The second ten chapters of R. Kelly's rap opera in which a one-night stand triggers a series of revelations about the sexual deceits of its characters.::Hollywoodpsychic
29192,The Missing Lynx,A group of animals look for a way off of an eccentric billionaire's own personal Noah's Ark.::Anonymous
41468,Last of the Comanches,The remnants of a massacred cavalry troop and ragtag group of stagecoach passengers fight for survival against fierce Comanches at a desert ruin.::duke1029@aol.com
8372,Lonesome Cowboys,Five lonesome cowboys get all hot & bothered at home en the range after confronting Ramona Alvarez and her nurse.::Tummy AuGratin
87847,Simple Things,"In order for a big-city doctor to get the job of a lifetime, he must spend his summer in Dunn's Rock, North Carolina. Arriving with his 10-year old son, he discovers what is most important and learns to enjoy the simple things in life."
147722,This Is My Affair,A ruthless fashion designer steps on everyone in her way in order to reach the top of her profession. Eventually she is forced to choose between her ambition and the man she loves.::Daniel Bubbeo <dbubbeo@cmp.com>
143277,The Hoodlum,"A police lt. is ordered to stop investigating deadly crime boss Mr. Brown, because he hasn't been able to get any hard evidence against him. He then goes after Brown's girlfriend who despises him, for information instead.::Directorgene"
61682,ちょんまげぷりん,"After praying for a new job, a samurai is transported through time to today's Japan.::softsofa <softsofa@comcast.net>"
145259,Hem ljuva hem,"The wife and son of an unemployed, foul-tempered man suffer under ever-worsening domestic violence. One day while his father is taking a nap, the young son decides to take matters into his own hands. In a panic, the wife and son both believe the man is dead and dump him on a roadside. The man survives, however, and returns home weeks later confined to a wheelchair probably for the rest of his life. How will each member in the family cope with this new situation?::Markku Kuoppamäki"
94192,Great Day in the Morning,"A Confederate drifter wins a hotel-saloon at poker in Denver but two rival female admirers, local Union sympathizers, Southern gold miners and an orphaned boy complicate his life.::nufs68"
74550,The Smiling Ghost,An heiress seems to be cursed as each of her intended grooms meets with a horrible end.::Ron Kerrigan <mvg@whidbey.com>
145194,Sånt är livet,A wealthy yet depressed architect and his sympathetic wife strive to conquer their life issues in anticipation of Harvey Fairchild's (Jack Lemmon's) 60th birthday party.::Jaxen Ross
65482,Tilaï,"Set in a pre-colonial African past, Tilai is about an illicit love affair and its consequences. Saga returns to his village after an extended absence to discover that his father has taken Nogma, Saga's promised bride, for himself. Still in love with each other, the two begin an affair, although it would be considered incestuous. When the liaison is discovered, Saga's brother, Koudri, pretends to kill Saga for the honor of the family and village. Saga and Nogma flee to another village, but when Nogma's birth mother dies, he returns home. Having brought ruin on the family, Saga is shot by Koudri, who walks off into exile and probable death.::Don Larsson"
205463,One Minute to Zero,"During the early days of the Korean War, U.S. Army colonel Steve Janowski is one of the military advisers training the South Korean army and he's tasked with evacuating American civilians from the war zone.::nufs68"
112460,London Voodoo,"When a young man relocates his family from New York to London his wife discovers a new sexuality and power that threatens to tear the family apart. As his wife's behaviour becomes more violent and erratic, our hero accepts that to save the woman he married he must open his mind and trust the people whose beliefs he has refused to acknowledge.::Anonymous"
118716,The Day Mars Invaded Earth,Martians replace a scientist and his family to pave way for their invasion.::<BrianVN@earthlink.net>
38165,La isla misteriosa,During the Civil War a group of Union soldiers and two Confederates escape the stockade using a hot air balloon and end up on a strange Pacific island.::nufs68
97327,Laughing Sinners,Cabaret performer Ivy Stevens in an affair with a low-rent traveling salesman is dumped in a 'Dear Jane' letter and finds solace in joining the Salvation Army.::duke1029@aol.com
38964,Stolen Face,"A doctor repairs a female inmate's disfigured face to match the lovely woman who left him, and marries her, only to find out how abusive she is.::Directorgene"
56151,Lydia,"Lydia MacMillan, a wealthy old woman who has never married, is invited by an old beau, Dr. Michael Fitzpatrick, for a reunion with the men who have been in her life to reminisce about the times when they were young and courted her. In memory, each romance seemed splendid and destined for happiness, but in each case, Lydia realizes, the truth was less romantic, and ill-starred.::Jim Beaver <jumblejim@prodigy.net>"
96702,The Power and the Glory,"A man's life is retold just after his funeral. Beginning as a track walker, Tom Garner rose through all sorts of railroad jobs to head the company. In the meantime he lost touch with his family. When he saw what was happening it was already too late.::Ed Stephan <stephan@cc.wwu.edu>"
50042,The Lightkeepers,"Set in the year 1912 on Cape Cod, a lighthouse keeper who has disavowed any association with females, must deal with the appearance of two attractive women who move into a nearby cottage for the summer.::Anonymous"
61095,The Turning Point,"A look at how climate change affects our environment and what society can do to prevent the demise of endangered species, ecosystems and native communities across the planet."
232462,Styx,"""Styx"" depicts the transformation of a strong woman torn from her contented world during a sailing trip."
111307,Union Depot,Travelers of different and varied backgrounds meet and interact on one night in a metropolitan train station and its environs.::duke1029@aol.com
140509,アヒルと鴨のコインロッカー,"A university student finds himself wrapped up in the bizarre world of his next door neighbor, learning about his history and relationship with a girl who changed his life.::themadmovieman"
52864,Special Agent,"Newspaperman Bill Bradford becomes a special agent for the tax service trying to end the career of racketeer Alexander Carston. Julie Gardner is Carston's bookkeeper. Bradford enters Carston's organization and Julie cooperates with him to land Carston in jail. An informer squeals on them. Julie is kidnapped by Carston's henchmen as she is about to testify.::Ed Stephan <stephan@cc.wwu.edu>, A. Nonymous"
47256,The Hoodlum,"A police lt. is ordered to stop investigating deadly crime boss Mr. Brown, because he hasn't been able to get any hard evidence against him. He then goes after Brown's girlfriend who despises him, for information instead.::Directorgene"
61151,Never Say Goodbye,"Dev, a former football player is married to Rhea, a successful fashion editor. Maya is a kindergarten teacher who is married to Rishi, an outgoing event planner. These couples' lives intersect and they each question their own marriage.::Sneha Shukla"
94831,The Fuller Brush Girl,Scatterbrained Sally Elliott tries to get a job as a Fuller brush girl and desperate for money she borrows her friend's kit without permission and her attempts at selling cosmetics door-to-door are disastrous. She and her fiance Humphrey get involved in a smuggling scheme and she becomes the prime suspect in first one and then a second murder. She and Humphrey find themselves dodging the police while trying to catch the real killers.::Daniel Bubbeo <dbubbeo@cmp.com>
154093,Riding Shotgun,"When a stagecoach guard tries to warn a town of an imminent raid by a band of outlaws, the people mistake him for one of the gang::Gabe Taverney (duke1029@aol.com)"
58936,Pure Country 2: The Gift,"Three angels bestow the gift of song to a young girl, who must follow a series of rules in order hold on to it during her rise to fame and fortune.::IMDb Editor"
52857,The Prisoner,"Two imprisoned men bond over a number of years, finding solace and eventual redemption through acts of common decency.::Carl Schultz"
37294,Station West,"When two US cavalrymen transporting a gold shipment get killed, US Army Intelligence investigator John Haven goes undercover to a mining and logging town to find the killers.::nufs68"
37408,Vicki,"The zany adventures of a suburban family, their next-door neighbors, and an innovative robot designed to look like a human child.::TheBlueHairedLawyer"
43625,Heidi,A story of a young girl who lives in the Swiss Alps with her goat herding Grandfather.::Anonymous
15898,Unstable Fables: 3 Pigs & a Baby,"A baby wolf is left on the doorstep of the three little pigs, so they raise him as their own.::Anonymous"
82181,Hellcats of the Navy,The daring exploits of a submarine commander whose mission is to chart the minefields in the waters of Japan during World War II.
24002,Let's Make It Legal,The nearly-final divorce of the Halsworths suddenly gets complicated when Miriam's old flame comes to town.::Rod Crawford <puffinus@u.washington.edu>
46193,"Ride, Vaquero!","Two outlaws, Rio and Esqueda, raised together as stepbrothers, have a showdown over the issue of whether to evict new settlers from their territory.::nufs68"
93263,The Men's Club,"A group of men get together to form a ""discussion group"". They share their feelings about women, life, love, and work. The party gets rowdier and rowdier, and then the wife returns home. Thrown out, the men are not yet willing to call it a night.::Murray Chapman <muzzle@cs.uq.oz.au>"
26888,Soul Power,"A filmed account of the Zaire 74 soul music festival, originally intended to be in concert with the famous Rumble in the Jungle bout in Kinshasa, Zaire in 1974.::Kenneth Chisholm"
68744,Johnny Skidmarks,"Crime scene photographer, Johnny Scardino (aka Johnny Skidmarks), is working on the side for a group of blackmailers, photographing wealthy guys in seedy motels with prostitutes. One such assignment turns the wrong way and the blackmailers he works for start dying one by one in more and more brutal ways. Is Johnny the next on the list?::Anonymous"
36634,The People Against O'Hara,"Jim Curtayne, formerly a successful defense attorney who is now a recovering alcoholic, attempts a comeback when he defends a neighbor's son facing a homicide charge.::duke1029@aol.com"
94881,Week-End at the Waldorf,The misadventures of a group of diverse guests at the Waldorf Astoria hotel in Manhattan.
103938,Today We Live,"During WWI, two officers, one a pilot and the other in the navy, compete for the same beautiful young woman.::duke1029@aol.com"
81724,Laughter in Paradise,"When a millionaire practical joker dies, he divides his fortune among four heirs who must carry out his zany instructions to cash in.::Ray Hamel <hamel@primate.wisc.edu>"
61237,Una ragione per vivere e una per morire,"Branded a coward for surrendering his New Mexico fort to the Confederates without firing a shot, a Union colonel attempts to redeem himself by leading a band of condemned prisoners on a suicide mission to recapture it.::Bruno Antony"
290802,Night Will Fall,Researchers discover film footage from World War II that turns out to be a lost documentary shot by Alfred Hitchcock and Sidney Bernstein in 1945 about German concentration camps.::Anonymous
286875,Paper Planes,An imaginative children's film about a young Australian boy's passion for flight and his challenge to compete in the World Paper Plane Championships in Japan.::Arenamedia
22901,I Know You Know,A young boy suspects his dad might be working undercover for MI6.::IMDb editor
221148,The Missouri Traveler,"During the early 1900s, a runaway Missouri orphan reaches a town where the townsfolk are enchanted with him and where a wealthy rancher and a local newspaperman compete to give him an education.::nufs68"
48635,Isi/Disi - Amor a lo bestia,AC/DC loving duo chase love and run from the police.::David Grant
75770,The Case of the Curious Bride,"Perry interrupts his vacation plans when an ex-girlfriend, now newly married, asks him to help her with murder and bigamy charges.::duke1029@aol.com"
177902,Doubting Thomas,"Doubting Thomas is the story of a twelve year old boy known for telling tall tales who overhears a plot to kidnap the President's daughter. When he goes public with his story, no one believes him, and he is forced to save her on his own.::anonymous"
130882,The Phantom Light,"A lighthouse keeper has been murdered in mysterious circumstances and, during the ensuing investigation a Phantom Light keeps appearing at the scene of his death.::Steve Crook <steve@brainstorm.co.uk>"
46240,Christmas Comes but Once a Year,"At an orphanage, the children are sad because they received broken toys as gifts. Professor Grampy sees the children while passing by in his sled and has an idea on how to give them a merry Christmas.::Anonymous"
188392,Fright to the Finish,"Olive is reading ghost stories to the boys. Popeye scoffs; Bluto decides to take advantage of this by staging various pranks (a headless man, an animated skeleton, and a sheet-over-balloon ghost). He pins the blame on Popeye and then goes to comfort Olive. Popeye retaliates by turning invisible, thanks to a jar of vanishing cream.::Jon Reeves <jreeves@imdb.com>"
76162,Stephen Fry In America - New World,"Erudite British actor and stand-up comedian Stephen Fry starts his idiosyncratic tour of the USA like mainstream immigration and pioneering, on the East Coast, in New York. He tastes both the capital Washington D.C. and the Yankee countryside. He searches for vestiges of the Civil War but also meets Jimmy Wales, founder of Wikipedia and similar worldwide-user-run websites.::KGF Vissers"
13535,Rubber Johnny,An experimental music video about a wheelchair-bound boy who morphs and moves to an Aphex Twin song. The experience gets weirder when he takes cocaine and everything gets out of control.::Daniel West
38580,The Little Matchgirl,"A poor young girl has a burning desire to find comfort and happiness in her life. Desperate to keep warm, the girl lights the matches she sells, and envisions a very different life for herself in the fiery flames."
137014,How They Get There,"A guy and a girl play copycat with each other from opposite sides of the street, that is, until a slightly abrupt & uncopyable event occurs.::Rhyl Donnelly"
48874,A Flintstones Christmas Carol,"Fred is cast as Ebenezer Scrooge in a stage adaption of the story, but is acting a bit stingy in real-life.::Frederick"
76198,La Gifle,Traces the shattering repercussions of a single event upon a group of family and friends. Based on Christos Tsiolkas' best-selling novel.::Anonymous
71623,La Putain du roi,"Set in the seventeenth century, an Italian nobleman weds an impoverished countess, who is wooed by the King of Piedmont and faces pressure from his entire court to succumb to his wishes.::InBaseline.com"
206377,Second Honeymoon,"When a group of misfits are hired by an unknown third party to burglarize a desolate house and acquire a rare VHS tape, they discover more found footage than they bargained for.::ahmetkozan"
52437,Invitation to Happiness,An egotistical boxer romances a rich backer's daughter.::Rod Crawford <puffinus@u.washington.edu>
74695,Giperboloid Inzhenera Garina,"A talented inventor who created the machine of unprecedented destructive power, obsessed with world domination. In his manic quest he commits one crime after another, without assuming the dreadful consequences would be for him."
72809,Kosmicheskiy reys: Fantasticheskaya novella,"In 1946, the Soviet space program is undergoing turmoil. Professor Sedikh, who is planning to lead the first manned exploration to the moon, is denounced by his rival Professor Karin as being too old and too mentally unstable for the mission. Professor Sedikh, aided by his assistant Marina and a youth named Andryusha, disregard Prof. Karin's authority and make a successful landing on the moon. Although a few problems occur at the moon, including the discovery of a damaged oxygen tank and Professor Sedikh's becoming trapped under a fallen boulder, the expedition is a success and the cosmonauts return to Moscow.::Mandemus"
56233,La ragazza con la pistola,"A Sicilian woman, ""dishonored"" by her lover, goes to England with a pistol intending to murder him.::mmm@resurrection.com"
133764,Aurora,"Earth 2020, 3/4 of it's households have a robot. The AI supercomputer, Kronos, considers humans the biggest threat to Earth. A century later, few humans are left. Calia seeks the last human stronghold as does Kronos.::Scott Filtenborg"
44552,Livet i 8 bitar,The story of J whose goal is to be world master at playing Nintendo. He struggles with his traditional Jewish family and non-Jewish girlfriend who demand that he grow up and get a job. Real problems arise when he awakes to discover that his right hand is missing.::Anonymous
27600,Lotta på Bråkmakargatan,Lotta is angry because she is considered too small to make all the fun things as her older siblings Mia and Jonas can do.::Jakob Gunnarsson
30576,Världens bästa Karlsson,"Karlsson is a very short, very portly and overconfident man who lives in a small house hidden behind a chimney on the roof of a very ordinary apartment building, on a very ordinary street in Stockholm. When Karlsson pushes a button on his stomach, it starts a clever little motor with a propeller on his back allowing him to fly. Karlsson is the best at everything, at least according to himself. But there is, in fact, one thing at which he excels: being a playmate to a young boy named Svante, but nicknamed Lillebror (little brother), who lives in the apartment building with his family. Karlsson is quite mischievous, often getting Lillebror in trouble, but everyone in the end - even Lillebror's family, his cranky uncle, and their dour housekeeper - grow to like Karlsson and appreciate his sense of humour, energy, and good nature."
160160,Vic+Flo ont vu un ours,"Two lesbian ex-cons, Victoria and Florence, are trying to make a new life in the backwoods of Quebec. Seeking peace and quiet, the couple slowly begin to feel under siege as Vic's probation office keeps unexpectedly popping up and a strange woman in the neighborhood soon turns out to be an increasingly menacing shadow from Flo's past.::Anonymous"
72985,Lola,"After a botched money delivery, Lola has 20 minutes to come up with 100,000 Deutschmarks.::Sunny Murphy"
285463,Dos disparos,"17-year-old Mariano finds a gun in his house and, in a thoughtless impulse, shoots himself twice. But he survives.::Waterland Film"
81981,Flicka och hyacinter,"The young Dagmar Brink commits suicide. Her belongings are inherited by the resident caretaker in the house she lived in. The caretaker, who never knew her, wonders why and make contact with the people who knew her to find out why she killed herself.::Mattias Thuresson"
28770,The Man Who Could Cheat Death,A centenarian artist and scientist in 1890 Paris maintains his youth and health by periodically replacing a gland with that of a living person.::duke1029@aol.com
137008,small roads,47 roads across the United States.::Jon
118497,Kočár do Vídně,"Korney Korneevich tells to the guys about Book of Records. Luntik, Kuzya and Caterpillars too want to get in a book."
41213,Baron Prášil,"The outrageous Baron Munchausen tells of his many adventures, from meeting the Man in the Moon to defeating a Turkish army all by himself.::Anonymous"
217268,The Epic of Everest,The official record of Mallory and Irvine's 1924 expedition.::BFI
25657,かもめ食堂,"Where are we welcome? On a quiet street in Helsinki, Sachie has opened a diner featuring rice balls. For a month she has no customers. Then, in short order, she has her first customer, meets Midori, a gangly Japanese tourist, and invites her to stay with her, and meets Masako, a formal and ethereal middle-aged woman whose luggage has gone missing. The three women work in the diner, interact, and serve customers. A somewhat brusque man teaches Sachie to make delicious coffee, then he returns under other circumstances. Three neighborhood women inspect the empty diner every day; will anything bring them inside? We learn why Sachie serves rice balls; but why Finland?::<jhailey@hotmail.com>"
96574,Gerhard Richter Painting,"A documentary on the German artist that includes glimpses at his studio, which has not been seen in decades.::IMDb Editors"
74711,Город Зеро,"An engineer in charge of the production line of a factory in Moscow is sent to a small town to try to specify the distributor the new dimensions of a mechanic part they need. But in this town everybody seems to be crazy (a secretary who works naked, a group of people take the engineer as a rock & roll player, etc) and, in addition, this man is witness of a suicide, so he is trapped inside the town.::Michel Rudoy <mdrc@hp9000a1.uam.mx>"
62851,軍旗はためく下に,One woman's search to find the truth about her husband's death in World War II.::Anonymous
30640,The Man Who Changed His Mind,"Dr. Laurience, a brilliant but unstable scientist experimenting with transferring minds, becomes vengeful when his magnate patron withdraws his support.::duke1029@aol.com"
166886,"Mammu, es tevi mīlu","Raimonds, a 12 year old boy, falls into a world of petty crime while trying to stay out of trouble with his mother.::Janis Nords"
92,Megacities,"A look at the people who live precariously, but with an unusual level of resourcefulness and imagination, in four gigantic urban agglomerations: Mumbai, New York City, Moscow and Mexico City.::Danny Cautaert <danny@mail-oostende.net>"
20875,Операция «Ы» и другие приключения Шурика,"Three stories about Shurik - a young student. He fights against criminals, falls in love, confuses apartments, passes exams - he lives after all."
85711,Fuck Up,"Jack is pleased with himself. He has just decided to stop screwing anything with a pulse and cut back on his enthusiastic drug use. That same night his best friend Glenn crashes into a moose on the Swedish border doing his last heist. Glenn is found by the police with a hoof buried in his forehead and 3,8 kilos of cocaine in the trunk. Over the next 24 hours, Jack loses his house, his job, his girlfriend leaves him with their daughter and someone tries to kill him. He is now struggling to save the lives of the very few people who love him, including his daughter. And as he is about to find out: when you think you have hit rock bottom, it can always get worse.::SF Norge /PBH"
84442,Кислород,About an epic romance between a human girl and an alien boy when he and others of his kind are integrated into a suburban high school 10 years after they landed on Earth and were consigned to an internment camp.::CW
72478,Sala samobójców,"After suffering extreme humiliation at school, Dominik holes himself up in his room and begins spending all his time in a virtual reality chat room.::Faize"
121749,Vai viegli būt jaunam?,Two teenage boys cycle 160km on stolen bikes pursued by police to find a missing bale of cocaine worth 7 million euro. Set around the real event of Ireland's biggest cocaine seizure in 2007 of 440 million euro.::Peter Foott
95010,The Kiss of Her Flesh,"A weapons expert who murdered his unfaithful stripper wife and her lover goes on a killing spree, bumping off exotic dancers and hookers, while plotting the demise of his wife's swinging bisexual sister and her kinky boyfriend.::Jojo Mac"
144183,Heavy Weather,"At Blandings Castle, the Earl of Emsworth only cares about his prize pig 'The Empress' and is wilfully ignorant of the fact that his brother is planning to publish a book which might ruin the family name forever. Moreover, the Earl's nephew might cause the family some major damage by getting married to a terribly unsuitable chorus girl.::Anonymous"
291869,I Am Michael,"Based on the fascinating true-life story of Michael Glatze, a gay activist who becomes a Christian pastor after identifying as a heterosexual.::Brainstorm Media"
319079,Prophet's Prey,"When Warren Jeffs rose to Prophet of the Fundamentalist Church of Latter Day Saints, he took control of a religion with a history of polygamous and underage marriage. In a short time, Warren managed to expand these practices and the power of his position in unprecedented ways. He bridged the gap between sister wives and ecclesiastically rape, befuddling the moral compass of his entire congregation. The film examines Warren Jeffs' life and shows how he became a worshipped and adored Prophet. Warren has a devout following numbering in the tens of thousands - many of whom would give their life at any moment with just one word from the Prophet. Despite a trail of abuse and ruined lives, Warren has maintained his grip on power."
5063,La passante du Sans-Souci,"Being imprisoned for murdering a politician, husband tells his wife why he did this."
69335,Estômago,"The naive immigrant from the Northeast Raimundo Nonato has just arrived in São Paulo and is hungry and without money. After eating in a smalltime restaurant, the owner Zulmiro offers him to clean the kitchen to pay the bill. On the next morning, he offers a job to Nonato, cooking and cleaning the kitchen; in return, he would eat and sleep in a small storage room, but without salary. The restaurant becomes a sensation with Nonato's appetizers ""coxinha"" and ""pastel"" and attracts the attention of Giovanni, the owner of the classy Italian restaurant Boccaccio, who offers a better job for him in the kitchen of his restaurant and teaches him the secrets of a good meal. Meanwhile, Nonato falls in love for the always hungry streetwalker Íria, who refuses to kiss Nonato, although they have sex. Events take a turn for the worse and Raimundo Nonato a.k.a. ""Alecrim"" arrives in prison, sharing a cell with seven prisoners leaded by Bujiú. When the despised Nonato offers to improve their food cooking in the cell, he climbs in the inner hierarchy, sleeping no longer on the floor, but in the bunk bed immediately below Bujiú and earning respect from the other inmates.::Claudio Carvalho, Rio de Janeiro, Brazil"
126376,Casa de Lava,"The film tells a story of Mariana, a nurse who leaves Lisbon to accompany an immigrant worker in a comatose sleep on his trip home to Cape Verde. The devoted Portuguese nurse took a journey only to find herself lost in abstract drama.::João Ferreira"
56405,Vénus noire,"In the 19th century, a black woman from Africa is on display throughout Europe as an exotic curiosity."
72480,La faute à Voltaire,A young illegal immigrant from Tunisia tries to survive in the world of Paris miseries.
237171,Londra chiama Polo Nord,A British radio operator is captured in occupied territory and forced to send messages back to London endangering allied forces.
93939,The Shuttered Room,A series of horrific murders is traced to a creature that inhabits a very strange house.::frankfob2@yahoo.com
47718,J'embrasse pas,"A young man leaves his native town in southern France to discover Paris. Being too unexperienced and too naive, he drops into the reality of Paris 1991. He soon gives up his dream of becoming an actor and prostitutes himself. Throughout all these modern relationships, he keeps his innocence but becomes very emotionally blocked.::Jochen Wilhelm <wilhlm-j@ifkw.uni-muenchen.de>"
54928,Project Viper,A space shuttle crashes containing a lethal prototype organism designed to survive in any environment. The only people who can stop the creature are the Secretary of Defense agent and the female scientist who created it.::Anonymous
56511,Fantômas: Juve contre Fantômas,"In Part Two of Louis Feuillade's 5 1/2-hour epic follows FantÃ'mas, the criminal lord of Paris, master of disguise, the creeping assassin in black, as he is pursued by the equally resourceful Inspector Juve.::Anonymous"
56516,Fantômas: Le mort qui tue,"The Corpse Who Kills - with Inspector Juve missing, Fandor takes over the investigation. Fantômas poisons the newly bankrupt Baroness de Vibray and Jacques Dollon is questioned by the police and arrested. When Fandor arrives at the prison to interview Dollon it is reported that he hanged himself in his cell. However, the body disappeared!::Bek"
56512,Fantômas: Fantômas contre Fantômas,"When Professor Marchand, a famous scientist, mysteriously disappears, the commissioner, Juve, immediately suspects Fantomas.::Anonymous"
